ID,Vehicles
20170706051,37.492523
20170706061,43.92502
20170706071,49.90321
20170706081,56.54241
20170706091,69.35714
20170706101,93.79001
20170706111,110.650696
20170706121,112.29315
20170706131,102.635704
20170706141,121.54138
20170706151,120.07043
20170706161,109.686356
20170706171,108.63242
20170706181,114.08819
20170706191,117.707756
20170706201,113.775375
20170706211,103.25615
20170706221,95.92462
20170706231,96.11733
20170707001,84.00046
20170707011,69.92177
20170707021,59.243572
20170707031,46.82184
20170707041,40.159298
20170707051,37.507767
20170707061,42.35535
20170707071,48.862785
20170707081,54.525208
20170707091,66.765366
20170707101,83.51882
20170707111,94.921425
20170707121,96.92571
20170707131,86.37941
20170707141,103.26833
20170707151,101.42644
20170707161,89.85233
20170707171,87.50486
20170707181,91.298615
20170707191,97.74523
20170707201,93.64279
20170707211,85.82526
20170707221,78.33516
20170707231,77.24178
20170708001,75.81252
20170708011,61.00232
20170708021,50.590443
20170708031,39.49432
20170708041,33.681843
20170708051,29.695906
20170708061,32.647396
20170708071,35.9118
20170708081,38.923058
20170708091,42.15359
20170708101,53.556282
20170708111,58.341297
20170708121,58.918827
20170708131,53.80096
20170708141,65.45704
20170708151,63.96974
20170708161,56.523037
20170708171,54.133457
20170708181,61.229095
20170708191,67.952194
20170708201,67.374275
20170708211,65.02238
20170708221,64.155815
20170708231,63.297543
20170709001,59.965862
20170709011,46.05935
20170709021,41.037388
20170709031,34.893097
20170709041,29.895084
20170709051,26.631794
20170709061,30.233711
20170709071,33.73583
20170709081,38.26705
20170709091,42.42843
20170709101,53.82586
20170709111,57.57764
20170709121,58.556667
20170709131,56.167374
20170709141,65.36244
20170709151,64.62737
20170709161,57.745113
20170709171,58.97605
20170709181,67.368706
20170709191,75.865456
20170709201,74.030014
20170709211,72.41639
20170709221,73.000626
20170709231,68.90798
20170710001,63.081326
20170710011,51.181824
20170710021,44.077534
20170710031,38.39923
20170710041,32.08158
20170710051,31.323643
20170710061,39.788853
20170710071,45.96845
20170710081,54.45819
20170710091,66.26
20170710101,89.75946
20170710111,114.60569
20170710121,117.415665
20170710131,106.29588
20170710141,125.87948
20170710151,124.06918
20170710161,112.04794
20170710171,110.42197
20170710181,119.12275
20170710191,122.898544
20170710201,117.14929
20170710211,106.92686
20170710221,101.300896
20170710231,99.32673
20170711001,88.013954
20170711011,75.36203
20170711021,63.651108
20170711031,51.637665
20170711041,43.605648
20170711051,41.167118
20170711061,46.09544
20170711071,52.801514
20170711081,59.96614
20170711091,71.51708
20170711101,92.80806
20170711111,113.34455
20170711121,117.25953
20170711131,108.1384
20170711141,126.93541
20170711151,125.19183
20170711161,113.24742
20170711171,112.11035
20170711181,119.410965
20170711191,124.07872
20170711201,118.241295
20170711211,107.85169
20170711221,100.9776
20170711231,99.65806
20170712001,88.36168
20170712011,76.203896
20170712021,63.640835
20170712031,51.595276
20170712041,43.948517
20170712051,42.028202
20170712061,47.636166
20170712071,53.912037
20170712081,60.571743
20170712091,71.68286
20170712101,91.47983
20170712111,111.63967
20170712121,112.9127
20170712131,103.49118
20170712141,121.517494
20170712151,119.69373
20170712161,107.71677
20170712171,104.597115
20170712181,111.54876
20170712191,116.7733
20170712201,112.28271
20170712211,102.37087
20170712221,95.72075
20170712231,94.92267
20170713001,87.94335
20170713011,75.3393
20170713021,62.81512
20170713031,50.090668
20170713041,42.25266
20170713051,41.500618
20170713061,47.504635
20170713071,53.11747
20170713081,58.701073
20170713091,69.939865
20170713101,90.42206
20170713111,107.62076
20170713121,108.38516
20170713131,99.29087
20170713141,119.826744
20170713151,117.57114
20170713161,105.03454
20170713171,101.92454
20170713181,107.8037
20170713191,114.42798
20170713201,109.95741
20170713211,98.44101
20170713221,92.17976
20170713231,92.49664
20170714001,86.294525
20170714011,74.4842
20170714021,62.582188
20170714031,49.87295
20170714041,42.579285
20170714051,41.63323
20170714061,46.173023
20170714071,52.535698
20170714081,59.31039
20170714091,70.38239
20170714101,84.42024
20170714111,95.14036
20170714121,96.79201
20170714131,87.37668
20170714141,105.07905
20170714151,102.53981
20170714161,91.77517
20170714171,87.81187
20170714181,87.79162
20170714191,94.38054
20170714201,87.85305
20170714211,79.74431
20170714221,74.20656
20170714231,71.946724
20170715001,76.042404
20170715011,63.61986
20170715021,51.460953
20170715031,40.550186
20170715041,34.30874
20170715051,30.588327
20170715061,33.054333
20170715071,36.796356
20170715081,43.07803
20170715091,46.10474
20170715101,55.5532
20170715111,60.374184
20170715121,60.534916
20170715131,54.566452
20170715141,65.66866
20170715151,62.882046
20170715161,57.158886
20170715171,54.768665
20170715181,60.318024
20170715191,66.245346
20170715201,62.64952
20170715211,63.571217
20170715221,66.309105
20170715231,63.28015
20170716001,63.231506
20170716011,50.233578
20170716021,42.871857
20170716031,35.850807
20170716041,30.293606
20170716051,27.600306
20170716061,30.255236
20170716071,33.706806
20170716081,41.30426
20170716091,44.93237
20170716101,52.916233
20170716111,58.342033
20170716121,58.949135
20170716131,56.0558
20170716141,64.07397
20170716151,61.46158
20170716161,56.195114
20170716171,57.647507
20170716181,66.86797
20170716191,78.889465
20170716201,73.39678
20170716211,69.9248
20170716221,75.17043
20170716231,72.07666
20170717001,62.874287
20170717011,50.992367
20170717021,43.91167
20170717031,38.49097
20170717041,32.32757
20170717051,32.249264
20170717061,38.207424
20170717071,44.6264
20170717081,52.34364
20170717091,63.936035
20170717101,85.495415
20170717111,113.03292
20170717121,115.836464
20170717131,102.32495
20170717141,121.722916
20170717151,118.56631
20170717161,106.079834
20170717171,105.735085
20170717181,111.60699
20170717191,122.94454
20170717201,119.53683
20170717211,106.50763
20170717221,97.70922
20170717231,96.99893
20170718001,87.75747
20170718011,73.91162
20170718021,62.03106
20170718031,50.349174
20170718041,42.560463
20170718051,40.133728
20170718061,44.942295
20170718071,51.696976
20170718081,59.801018
20170718091,71.343834
20170718101,92.06975
20170718111,114.12601
20170718121,116.83076
20170718131,103.857315
20170718141,123.843735
20170718151,121.56684
20170718161,109.83299
20170718171,108.02723
20170718181,114.814766
20170718191,117.91937
20170718201,113.80389
20170718211,103.64214
20170718221,97.54232
20170718231,96.34638
20170719001,87.47486
20170719011,73.43093
20170719021,61.19609
20170719031,49.69656
20170719041,41.75274
20170719051,40.253048
20170719061,45.13349
20170719071,51.98334
20170719081,59.099995
20170719091,70.56522
20170719101,89.04808
20170719111,109.0747
20170719121,111.82435
20170719131,99.84696
20170719141,120.84278
20170719151,118.63501
20170719161,107.015915
20170719171,105.12706
20170719181,112.35688
20170719191,114.60476
20170719201,110.25322
20170719211,100.17785
20170719221,94.09583
20170719231,92.36263
20170720001,88.17085
20170720011,74.06973
20170720021,61.738613
20170720031,49.044834
20170720041,41.620472
20170720051,39.532772
20170720061,45.019787
20170720071,53.1455
20170720081,59.51034
20170720091,72.428406
20170720101,94.22842
20170720111,110.988396
20170720121,113.41433
20170720131,100.11805
20170720141,122.93439
20170720151,120.86722
20170720161,107.77364
20170720171,105.10052
20170720181,111.1782
20170720191,114.72869
20170720201,111.45087
20170720211,101.2925
20170720221,95.409164
20170720231,94.185745
20170721001,83.905876
20170721011,71.7319
20170721021,59.27389
20170721031,46.180424
20170721041,39.92114
20170721051,37.593388
20170721061,42.315834
20170721071,51.004517
20170721081,57.982487
20170721091,69.92626
20170721101,85.2423
20170721111,101.53312
20170721121,101.798134
20170721131,89.39027
20170721141,108.15068
20170721151,105.69071
20170721161,94.372246
20170721171,91.167786
20170721181,95.77578
20170721191,98.76971
20170721201,96.30413
20170721211,87.7427
20170721221,81.809006
20170721231,76.34421
20170722001,74.375206
20170722011,62.17933
20170722021,49.926994
20170722031,38.458572
20170722041,32.712296
20170722051,28.965357
20170722061,32.003746
20170722071,36.0392
20170722081,41.761078
20170722091,45.303696
20170722101,54.21379
20170722111,67.46784
20170722121,66.067535
20170722131,59.577896
20170722141,71.17895
20170722151,68.714806
20170722161,61.349197
20170722171,57.610165
20170722181,65.33681
20170722191,64.94717
20170722201,67.94203
20170722211,64.03161
20170722221,65.73456
20170722231,61.79303
20170723001,60.372932
20170723011,46.16125
20170723021,38.700027
20170723031,32.002983
20170723041,26.51163
20170723051,23.867168
20170723061,26.88835
20170723071,30.19365
20170723081,35.410976
20170723091,40.461365
20170723101,48.41402
20170723111,59.952568
20170723121,59.234245
20170723131,56.335545
20170723141,58.0326
20170723151,56.419594
20170723161,56.54591
20170723171,57.886017
20170723181,65.867165
20170723191,68.357864
20170723201,69.28863
20170723211,67.28825
20170723221,69.63366
20170723231,67.38366
20170724001,69.78557
20170724011,53.368057
20170724021,47.561756
20170724031,41.053215
20170724041,33.514996
20170724051,33.45498
20170724061,41.296745
20170724071,47.758083
20170724081,54.356808
20170724091,66.83939
20170724101,88.013985
20170724111,117.41147
20170724121,117.48797
20170724131,103.09589
20170724141,114.9362
20170724151,112.27149
20170724161,106.317276
20170724171,106.93185
20170724181,116.32601
20170724191,119.77012
20170724201,115.86958
20170724211,105.04493
20170724221,99.77333
20170724231,98.95629
20170725001,87.37394
20170725011,75.27354
20170725021,64.24914
20170725031,52.889023
20170725041,43.399433
20170725051,42.073498
20170725061,47.592567
20170725071,54.692482
20170725081,61.182693
20170725091,72.98639
20170725101,94.50657
20170725111,116.69811
20170725121,117.65227
20170725131,106.15692
20170725141,116.10619
20170725151,113.94967
20170725161,108.00481
20170725171,107.6935
20170725181,114.93674
20170725191,118.85756
20170725201,115.49986
20170725211,104.90129
20170725221,98.0352
20170725231,96.76739
20170726001,87.61486
20170726011,75.148895
20170726021,63.33886
20170726031,51.145172
20170726041,42.071117
20170726051,41.281975
20170726061,46.02733
20170726071,52.747536
20170726081,59.144787
20170726091,70.73817
20170726101,91.95312
20170726111,110.07563
20170726121,111.237206
20170726131,98.66804
20170726141,109.54204
20170726151,107.50502
20170726161,101.16546
20170726171,102.584625
20170726181,111.0137
20170726191,116.02694
20170726201,112.105125
20170726211,101.5013
20170726221,95.39666
20170726231,95.681335
20170727001,88.298225
20170727011,74.857346
20170727021,63.13473
20170727031,50.85793
20170727041,41.90521
20170727051,40.941177
20170727061,45.65153
20170727071,52.52814
20170727081,59.049587
20170727091,71.66231
20170727101,95.165504
20170727111,111.85302
20170727121,114.36523
20170727131,101.710526
20170727141,111.59213
20170727151,109.536125
20170727161,102.93393
20170727171,103.698875
20170727181,110.870056
20170727191,114.52977
20170727201,110.79957
20170727211,100.5482
20170727221,93.96346
20170727231,93.78032
20170728001,87.38167
20170728011,74.16464
20170728021,60.314335
20170728031,47.991615
20170728041,41.065453
20170728051,39.09393
20170728061,43.711708
20170728071,50.793297
20170728081,57.02615
20170728091,67.87242
20170728101,84.165504
20170728111,96.23815
20170728121,100.37981
20170728131,89.72789
20170728141,96.70738
20170728151,94.76209
20170728161,89.192055
20170728171,88.64825
20170728181,94.19139
20170728191,98.74547
20170728201,95.05482
20170728211,86.79844
20170728221,81.193504
20170728231,78.722946
20170729001,79.51302
20170729011,66.21021
20170729021,50.853073
20170729031,39.758427
20170729041,32.490158
20170729051,30.496443
20170729061,32.374107
20170729071,36.34614
20170729081,40.99856
20170729091,43.77572
20170729101,53.7314
20170729111,59.327965
20170729121,61.269485
20170729131,54.25501
20170729141,55.112656
20170729151,53.740093
20170729161,53.635067
20170729171,53.81085
20170729181,61.59704
20170729191,67.06017
20170729201,65.84819
20170729211,65.80035
20170729221,67.00908
20170729231,64.85153
20170730001,61.31039
20170730011,49.810474
20170730021,41.523808
20170730031,34.396038
20170730041,27.739473
20170730051,26.419004
20170730061,28.144388
20170730071,31.688265
20170730081,37.130787
20170730091,40.157673
20170730101,48.684696
20170730111,54.107265
20170730121,56.349056
20170730131,52.2096
20170730141,53.0912
20170730151,52.40767
20170730161,52.22337
20170730171,54.188267
20170730181,62.409206
20170730191,67.884125
20170730201,64.9489
20170730211,65.30354
20170730221,64.570946
20170730231,64.01105
20170731001,62.58365
20170731011,53.78094
20170731021,45.601788
20170731031,42.08695
20170731041,34.023846
20170731051,35.130043
20170731061,42.197044
20170731071,48.753098
20170731081,53.0616
20170731091,61.88516
20170731101,81.83623
20170731111,107.266045
20170731121,109.76918
20170731131,97.48785
20170731141,107.61377
20170731151,105.87234
20170731161,102.30776
20170731171,103.52809
20170731181,115.551056
20170731191,122.83616
20170731201,112.269936
20170731211,101.66553
20170731221,91.20775
20170731231,94.484604
20170801001,86.72054
20170801011,75.60215
20170801021,65.132256
20170801031,52.338924
20170801041,43.408978
20170801051,42.03478
20170801061,47.995068
20170801071,53.531635
20170801081,61.493855
20170801091,63.75235
20170801101,82.87242
20170801111,102.10374
20170801121,103.633934
20170801131,93.44039
20170801141,114.15412
20170801151,114.67511
20170801161,106.80561
20170801171,106.049164
20170801181,113.47449
20170801191,122.93546
20170801201,116.99451
20170801211,108.54281
20170801221,102.102264
20170801231,98.00464
20170802001,87.29816
20170802011,76.146355
20170802021,63.896294
20170802031,51.51143
20170802041,42.554783
20170802051,42.14546
20170802061,48.002285
20170802071,54.59865
20170802081,62.604332
20170802091,74.666306
20170802101,95.869804
20170802111,112.1893
20170802121,113.52248
20170802131,103.17447
20170802141,124.03557
20170802151,121.35732
20170802161,110.426445
20170802171,107.86171
20170802181,113.93935
20170802191,121.068436
20170802201,117.3984
20170802211,107.61964
20170802221,101.24374
20170802231,98.00014
20170803001,87.41354
20170803011,75.63549
20170803021,63.94117
20170803031,52.207447
20170803041,42.089676
20170803051,41.547787
20170803061,47.822323
20170803071,54.454224
20170803081,62.669006
20170803091,75.55071
20170803101,98.22731
20170803111,115.564735
20170803121,115.92242
20170803131,104.97557
20170803141,126.09226
20170803151,124.55682
20170803161,113.4281
20170803171,109.50003
20170803181,114.2193
20170803191,121.11555
20170803201,117.19963
20170803211,107.45319
20170803221,100.821175
20170803231,98.495094
20170804001,84.80781
20170804011,72.94405
20170804021,61.33136
20170804031,48.272736
20170804041,40.462486
20170804051,39.69563
20170804061,44.630424
20170804071,51.355667
20170804081,59.743202
20170804091,72.349724
20170804101,88.54447
20170804111,102.575966
20170804121,104.23001
20170804131,92.50631
20170804141,110.43873
20170804151,109.13748
20170804161,98.56475
20170804171,94.41737
20170804181,97.870476
20170804191,102.31096
20170804201,98.36426
20170804211,90.77597
20170804221,84.87397
20170804231,81.22119
20170805001,72.94659
20170805011,60.924076
20170805021,49.419773
20170805031,37.115486
20170805041,31.124933
20170805051,29.059807
20170805061,32.02217
20170805071,35.7272
20170805081,43.058346
20170805091,45.54443
20170805101,52.464577
20170805111,57.6552
20170805121,57.23906
20170805131,52.719105
20170805141,64.42232
20170805151,62.618298
20170805161,56.731277
20170805171,53.59691
20170805181,59.799774
20170805191,66.024826
20170805201,64.681526
20170805211,63.370308
20170805221,64.46399
20170805231,61.606808
20170806001,52.902752
20170806011,42.41379
20170806021,38.1653
20170806031,31.013577
20170806041,26.021446
20170806051,24.455637
20170806061,27.819407
20170806071,31.337921
20170806081,37.296577
20170806091,41.261925
20170806101,47.70044
20170806111,53.247467
20170806121,53.52887
20170806131,51.805195
20170806141,60.00124
20170806151,59.410378
20170806161,54.385483
20170806171,56.405426
20170806181,63.377678
20170806191,69.93119
20170806201,67.95723
20170806211,66.27737
20170806221,68.725746
20170806231,64.81699
20170807001,62.13918
20170807011,51.902946
20170807021,45.269707
20170807031,39.614803
20170807041,32.1694
20170807051,31.915573
20170807061,40.183964
20170807071,46.245502
20170807081,54.55045
20170807091,64.73684
20170807101,85.42031
20170807111,111.89803
20170807121,115.02912
20170807131,103.916374
20170807141,124.40313
20170807151,123.31463
20170807161,111.150536
20170807171,110.022095
20170807181,118.992096
20170807191,121.4919
20170807201,116.42976
20170807211,106.030426
20170807221,100.62211
20170807231,97.730255
20170808001,84.59855
20170808011,72.55214
20170808021,62.841614
20170808031,51.012306
20170808041,42.25395
20170808051,40.117508
20170808061,46.61724
20170808071,53.527046
20170808081,61.49173
20170808091,71.874
20170808101,92.791725
20170808111,112.263084
20170808121,115.83361
20170808131,106.43594
20170808141,126.656715
20170808151,125.42847
20170808161,113.37559
20170808171,111.35325
20170808181,118.1872
20170808191,122.02364
20170808201,117.02963
20170808211,106.36474
20170808221,101.1808
20170808231,99.03223
20170809001,86.36437
20170809011,74.13303
20170809021,62.739758
20170809031,50.233418
20170809041,41.907097
20170809051,40.370735
20170809061,47.25114
20170809071,53.52196
20170809081,61.537155
20170809091,71.629364
20170809101,92.38581
20170809111,108.56553
20170809121,109.91104
20170809131,100.14576
20170809141,120.63515
20170809151,120.4634
20170809161,109.184
20170809171,106.36263
20170809181,113.620056
20170809191,116.52949
20170809201,112.29151
20170809211,101.682785
20170809221,96.09634
20170809231,93.6551
20170810001,84.33943
20170810011,72.201584
20170810021,61.529934
20170810031,48.801525
20170810041,41.431652
20170810051,39.48748
20170810061,45.669235
20170810071,52.582317
20170810081,61.253014
20170810091,72.2949
20170810101,93.86312
20170810111,109.25821
20170810121,111.46009
20170810131,101.20474
20170810141,122.15556
20170810151,120.03143
20170810161,108.364456
20170810171,106.6285
20170810181,111.71675
20170810191,116.29543
20170810201,113.10679
20170810211,103.62224
20170810221,97.36096
20170810231,95.940346
20170811001,82.95446
20170811011,70.82963
20170811021,59.933575
20170811031,47.499107
20170811041,41.09242
20170811051,39.8149
20170811061,44.51492
20170811071,51.857254
20170811081,60.012074
20170811091,70.89442
20170811101,85.42877
20170811111,96.85224
20170811121,99.28456
20170811131,88.22867
20170811141,105.76199
20170811151,104.05029
20170811161,91.93071
20170811171,90.72333
20170811181,96.67409
20170811191,100.49613
20170811201,95.53596
20170811211,87.482605
20170811221,81.65861
20170811231,77.877754
20170812001,72.48545
20170812011,60.33339
20170812021,49.898228
20170812031,38.86295
20170812041,33.297985
20170812051,30.684301
20170812061,33.861435
20170812071,37.49687
20170812081,42.38607
20170812091,44.79657
20170812101,53.945038
20170812111,59.82232
20170812121,60.728954
20170812131,53.79862
20170812141,65.33133
20170812151,64.22218
20170812161,57.021378
20170812171,54.6528
20170812181,61.363674
20170812191,67.97459
20170812201,66.7746
20170812211,64.952774
20170812221,66.04506
20170812231,63.251232
20170813001,56.721268
20170813011,44.808952
20170813021,39.653713
20170813031,32.761044
20170813041,27.805305
20170813051,26.179361
20170813061,29.848429
20170813071,33.312157
20170813081,37.891853
20170813091,41.031094
20170813101,48.248272
20170813111,54.43924
20170813121,54.463047
20170813131,51.692398
20170813141,61.326015
20170813151,59.896538
20170813161,53.13811
20170813171,55.25696
20170813181,64.05877
20170813191,71.93278
20170813201,69.569855
20170813211,67.74063
20170813221,68.60646
20170813231,65.11826
20170814001,58.74583
20170814011,50.76887
20170814021,43.461685
20170814031,37.680794
20170814041,30.706617
20170814051,31.419785
20170814061,39.06852
20170814071,45.62683
20170814081,52.215275
20170814091,59.139416
20170814101,81.35578
20170814111,104.951546
20170814121,107.6827
20170814131,96.72839
20170814141,117.7482
20170814151,115.52195
20170814161,103.05395
20170814171,103.193954
20170814181,113.05817
20170814191,120.360054
20170814201,116.29573
20170814211,106.23415
20170814221,100.912285
20170814231,100.089325
20170815001,84.12215
20170815011,72.636604
20170815021,61.889454
20170815031,49.5807
20170815041,41.099136
20170815051,39.711643
20170815061,44.561768
20170815071,52.357067
20170815081,58.958134
20170815091,65.46171
20170815101,88.98822
20170815111,107.58832
20170815121,109.92952
20170815131,99.76744
20170815141,119.3162
20170815151,117.04165
20170815161,105.12851
20170815171,104.650856
20170815181,111.90153
20170815191,122.28212
20170815201,116.35993
20170815211,105.77409
20170815221,99.55659
20170815231,98.16993
20170816001,85.465294
20170816011,75.01351
20170816021,63.946857
20170816031,51.69528
20170816041,43.730385
20170816051,42.41458
20170816061,47.32572
20170816071,54.26396
20170816081,60.677437
20170816091,66.296524
20170816101,82.521835
20170816111,94.590385
20170816121,96.641846
20170816131,86.44971
20170816141,106.52198
20170816151,105.39895
20170816161,92.99985
20170816171,93.09913
20170816181,100.70357
20170816191,108.76791
20170816201,105.83295
20170816211,96.008766
20170816221,88.89747
20170816231,89.217636
20170817001,85.7963
20170817011,73.46186
20170817021,62.53825
20170817031,49.234898
20170817041,41.580994
20170817051,40.31306
20170817061,45.63333
20170817071,52.808487
20170817081,59.28361
20170817091,68.61577
20170817101,93.72325
20170817111,108.73161
20170817121,110.32545
20170817131,99.24782
20170817141,120.453476
20170817151,119.50633
20170817161,105.65943
20170817171,103.47114
20170817181,109.798965
20170817191,114.15374
20170817201,108.58703
20170817211,98.27866
20170817221,91.92853
20170817231,91.56661
20170818001,84.57489
20170818011,71.78351
20170818021,60.805653
20170818031,46.437466
20170818041,40.139977
20170818051,38.950134
20170818061,43.048027
20170818071,50.249798
20170818081,57.11753
20170818091,67.112236
20170818101,84.11422
20170818111,95.359215
20170818121,97.84025
20170818131,86.11146
20170818141,103.28552
20170818151,102.64434
20170818161,90.50708
20170818171,87.41397
20170818181,91.72716
20170818191,95.55081
20170818201,92.83546
20170818211,83.51775
20170818221,78.26271
20170818231,75.18074
20170819001,73.5164
20170819011,60.937485
20170819021,50.32802
20170819031,37.3227
20170819041,31.977262
20170819051,29.685513
20170819061,31.697617
20170819071,35.783676
20170819081,41.096367
20170819091,43.811237
20170819101,52.639812
20170819111,57.056366
20170819121,58.21538
20170819131,51.915455
20170819141,61.9552
20170819151,60.361786
20170819161,53.547688
20170819171,51.751854
20170819181,58.509186
20170819191,64.14801
20170819201,63.640373
20170819211,62.037674
20170819221,63.17335
20170819231,60.777264
20170820001,59.4425
20170820011,45.087914
20170820021,39.956642
20170820031,31.534462
20170820041,26.371506
20170820051,24.60276
20170820061,27.368166
20170820071,31.245634
20170820081,36.781178
20170820091,41.16904
20170820101,48.108624
20170820111,52.4099
20170820121,55.496418
20170820131,50.99028
20170820141,58.95737
20170820151,58.325283
20170820161,52.230263
20170820171,54.621
20170820181,62.274487
20170820191,67.43528
20170820201,66.473274
20170820211,65.58841
20170820221,67.36984
20170820231,64.76053
20170821001,60.399082
20170821011,51.2174
20170821021,44.42176
20170821031,39.128864
20170821041,32.685883
20170821051,33.113968
20170821061,40.8948
20170821071,47.35775
20170821081,53.38752
20170821091,63.384506
20170821101,86.703835
20170821111,115.721466
20170821121,119.17389
20170821131,107.26931
20170821141,127.15572
20170821151,124.43906
20170821161,112.64908
20170821171,111.686806
20170821181,122.65547
20170821191,126.16679
20170821201,120.7087
20170821211,110.21682
20170821221,104.284485
20170821231,99.53012
20170822001,86.79687
20170822011,75.54379
20170822021,65.29931
20170822031,52.070442
20170822041,43.815105
20170822051,41.823368
20170822061,47.34405
20170822071,55.01411
20170822081,61.52142
20170822091,71.10577
20170822101,93.53185
20170822111,115.07624
20170822121,118.75807
20170822131,105.39957
20170822141,126.3016
20170822151,124.72564
20170822161,113.24429
20170822171,111.650215
20170822181,119.07019
20170822191,124.292885
20170822201,118.77297
20170822211,108.092545
20170822221,101.460754
20170822231,98.044815
20170823001,89.05752
20170823011,77.25415
20170823021,65.54458
20170823031,52.632267
20170823041,44.211533
20170823051,42.626762
20170823061,48.259632
20170823071,55.197712
20170823081,60.756607
20170823091,70.26796
20170823101,93.02111
20170823111,110.72819
20170823121,114.170074
20170823131,101.14696
20170823141,114.163216
20170823151,112.3729
20170823161,107.03019
20170823171,105.64174
20170823181,113.32689
20170823191,118.59606
20170823201,113.26998
20170823211,102.79901
20170823221,96.90579
20170823231,94.017105
20170824001,82.3942
20170824011,71.27076
20170824021,60.32666
20170824031,46.32827
20170824041,42.889046
20170824051,40.69243
20170824061,46.710102
20170824071,53.924824
20170824081,59.825798
20170824091,71.206955
20170824101,94.041504
20170824111,111.10206
20170824121,114.80437
20170824131,101.74222
20170824141,113.119286
20170824151,110.01671
20170824161,104.04892
20170824171,103.37331
20170824181,110.20407
20170824191,113.79587
20170824201,109.70996
20170824211,99.57979
20170824221,93.093056
20170824231,90.279854
20170825001,76.58095
20170825011,64.92664
20170825021,53.98702
20170825031,44.081043
20170825041,41.619736
20170825051,39.654747
20170825061,44.647995
20170825071,52.304993
20170825081,58.66904
20170825091,69.639015
20170825101,84.90149
20170825111,101.50038
20170825121,103.60023
20170825131,89.47551
20170825141,96.751114
20170825151,93.9095
20170825161,89.89675
20170825171,88.243164
20170825181,92.139496
20170825191,98.99691
20170825201,92.94127
20170825211,84.48267
20170825221,77.742226
20170825231,73.47321
20170826001,63.29701
20170826011,50.460594
20170826021,39.08983
20170826031,36.607903
20170826041,34.446754
20170826051,30.989243
20170826061,33.813305
20170826071,38.047886
20170826081,42.007618
20170826091,45.593266
20170826101,52.354862
20170826111,57.471245
20170826121,58.238037
20170826131,52.10106
20170826141,53.617546
20170826151,51.407333
20170826161,51.68512
20170826171,52.23698
20170826181,58.13675
20170826191,67.95731
20170826201,69.673935
20170826211,67.740456
20170826221,63.91208
20170826231,61.235798
20170827001,60.90354
20170827011,47.78232
20170827021,41.993706
20170827031,35.68672
20170827041,30.443844
20170827051,28.039114
20170827061,31.008472
20170827071,34.841076
20170827081,39.496544
20170827091,44.468285
20170827101,51.274727
20170827111,57.09336
20170827121,58.82065
20170827131,55.029034
20170827141,54.751152
20170827151,52.717636
20170827161,53.192013
20170827171,54.959244
20170827181,62.79141
20170827191,67.21366
20170827201,69.14652
20170827211,67.6911
20170827221,65.70073
20170827231,66.52432
20170828001,57.740105
20170828011,47.71059
20170828021,38.697098
20170828031,40.36293
20170828041,34.22451
20170828051,32.97946
